JK,Tanggal Lahir,Tempat Lahir,Asal Kecamatan,Jenis Tinggal,Alat Transportasi,Jenjang Pendidikan Ayh,Pekerjaan Ayh,Penghasilan Ayh,Jenjang Pendidikan Ibu,Pekerjaan Ibu,Penghasilan Ibu,Keluar Karena
L,2004-04-17,Pekalongan,Sragi,Bersama Orang Tua,Sepeda,Sd / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-09-25,Kendal,Singorojo,Rumah Tinggal,Jalan Kaki,Sd / Sederajat,"Rp. 1,000,000 - Rp. 1,999,999","Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,2001-11-04,Boyolali,Juwangi,Pesantren,Jalan Kaki,Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
P,1997-05-28,Semarang,Mijen,Bersama Orang Tua,Jalan Kaki,Tidak Sekolah,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Tidak Sekolah,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-08-02,Kendal,Kaliwungu,Bersama Orang Tua,Angkutan Umum/Bus/Pete-Pete,Sma / Sederajat,Wirausaha,"Rp. 500,000 - Rp. 999,999",D3,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2002-05-25,Semarang,Semarang Utara,Pesantren,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak Sekolah,Tidak Bekerja,Tidak Berpenghasilan,Lulus
L,2005-07-01,Semarang,Jambu,Pesantren,Jalan Kaki,Smp / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-05-04,Kotawaringin Barat,Pandu Sanjaya,Asrama,Jalan Kaki,S1,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",D3,Lainnya,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2002-11-20,Boyolali,Semarang Barat,Asrama,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2000-01-30,Grobogan,Kradenan,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,2001-06-29,Semarang,Semarang Utara,Pesantren,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,1997-10-28,Semarang,Bandungan,Asrama,Jalan Kaki,Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1998-06-19,Kendal,Boja,Asrama,Jalan Kaki,Sd / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2004-02-05,Semarang,Mijen,Bersama Orang Tua,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,1999-12-29,Rembang,Pancur,Asrama,Jalan Kaki,Smp / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2002-04-19,Semarang,Tuntang,Pesantren,Jalan Kaki,Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2000-07-14,Semarang,Ngaliyan,Asrama,Jalan Kaki,Putus Sd,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Putus Sd,Tidak Bekerja,Tidak Berpenghasilan,Lulus
L,1997-07-07,Grobogan,Pringapus,Asrama,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-05-24,Kendal,Singorojo,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
L,2007-08-30,Grobogan,Klepu,Bersama Orang Tua,Sepeda Motor,Sd / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mengundurkan Diri
L,2001-08-08,Kendal,Boja,Pesantren,Jalan Kaki,Sd / Sederajat,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2003-11-29,Kendal,Brangsong,Bersama Orang Tua,Sepeda Motor,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Tidak Sekolah,Buruh,"Kurang Dari Rp. 500,000",Lulus
L,2005-03-13,Semarang,Podorejo,Pesantren,Jalan Kaki,Putus Sd,Wiraswasta,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Dikeluarkan
L,2004-10-27,Kendal,Singorojo,Asrama,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
L,2003-08-28,Semarang,Sayung,Asrama,Jalan Kaki,Sma / Sederajat,Nelayan,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1998-08-02,Kendal,Singorojo,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-03-30,Bengkulu,Sumowono,Bersama Orang Tua,Jalan Kaki,S1,Pns/Tni/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Sma / Sederajat,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
P,2001-09-24,Kendal,Sumberejo,Asrama,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Lulus
P,2003-02-12,Semarang,Ungaran Timur,Bersama Orang Tua,Angkutan Umum/Bus/Pete-Pete,Smp / Sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Lulus
P,1999-11-02,Semarang,Mijen,Asrama,Jalan Kaki,Putus Sd,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Lulus
L,2005-10-02,Kotawaringin Barat,Runtu,Bersama Orang Tua,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 2,000,000 - Rp. 4,999,999",Sd / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Mutasi
P,2004-06-19,Purbalingga,Rembang,Bersama Orang Tua,Jalan Kaki,Smp / Sederajat,Wiraswasta,"Rp. 500,000 - Rp. 999,999",Smp / Sederajat,Petani,"Kurang Dari Rp. 500,000",Lulus
P,2003-01-08,Indramayu,Arahan,Asrama,Jalan Kaki,Smp / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2000-02-26,Ketapang,Kendawangan,Asrama,Jalan Kaki,Sd / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,2001-09-24,Semarang,Ngaliyan,Asrama,Jalan Kaki,Tidak Sekolah,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak Sekolah,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2004-05-19,Kendal,Kaliputih,Bersama Orang Tua,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
L,2003-05-12,Semarang,Ngaliyan,Asrama,Jalan Kaki,Smp / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1998-04-07,Kendal,Singorojo,Asrama,Jalan Kaki,Smp / Sederajat,Pns/Tni/Polri,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1997-11-21,Semarang,Mijen,Asrama,Jalan Kaki,Putus Sd,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Putus Sd,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2001-08-23,Kendal,Boja,Rumah Tinggal,Jalan Kaki,Sd / Sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
P,1997-02-15,Kendal,Limbangan,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1997-07-12,Kendal,Blimbing,Asrama,Jalan Kaki,Sd / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-05-18,Semarang,Mijen,Asrama,Jalan Kaki,Sma / Sederajat,Lainnya,"Rp. 2,000,000 - Rp. 4,999,999",Smp / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,2004-07-31,Semarang,Patemon,Asrama,Jalan Kaki,Tidak Sekolah,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1998-03-09,"Babu Salam, D.I.Aceh",Sungai Lilin,Asrama,Jalan Kaki,Smp / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2000-03-22,Kendal,Limbangan,Asrama,Jalan Kaki,Smp / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Smp / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
L,2004-09-19,Semarang,Semarang Utara,Bersama Orang Tua,Sepeda,Smp / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Smp / Sederajat,Pedagang Kecil,"Rp. 500,000 - Rp. 999,999",Lulus
L,1999-09-05,Semarang,Tugu,Asrama,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Lulus
P,2005-02-19,Semarang,Gunungpati,Asrama,Jalan Kaki,Sd / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1997-08-19,Semarang,Mijen,Bersama Orang Tua,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1999-05-22,Kendal,Brangsong,Asrama,Jalan Kaki,Smp / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1998-05-17,Semarang,Mijen,Asrama,Jalan Kaki,Sd / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Putus Sd,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2001-11-06,Semarang,Bergas,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
L,2003-06-11,Semarang,Teluk Belengkong,Bersama Orang Tua,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
P,2003-02-16,Semarang,Ngaliyan,Asrama,Jalan Kaki,Smp / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1999-01-17,Kendal,Boja,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2005-08-23,Batam,Muka Kuning,Asrama,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Sma / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Mutasi
L,2005-02-17,Kendal,Cening,Bersama Orang Tua,Jalan Kaki,Sd / Sederajat,Petani,"Kurang Dari Rp. 500,000",Sd / Sederajat,Petani,"Kurang Dari Rp. 500,000",Lulus
L,2002-10-05,Semarang,Pringapus,Bersama Orang Tua,Jalan Kaki,Smp / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Putus Sd,Buruh,"Rp. 500,000 - Rp. 999,999",Lulus
P,1998-10-18,Semarang,Gunung Pati,Asrama,Jalan Kaki,Putus Sd,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Putus Sd,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2006-11-03,Semarang,Penggaron Kidul,Bersama Orang Tua,Sepeda Motor,Sma / Sederajat,Pedagang Besar,"Rp. 5,000,000 - Rp. 20,000,000",Sma / Sederajat,Pedagang Besar,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,2003-01-22,Semarang,Pringapus,Asrama,Jalan Kaki,Sma / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2005-02-26,Semarang,Banjarejo,Bersama Orang Tua,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2000-08-29,Kendal,Singorojo,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-09-10,Semarang,Ngaliyan,Bersama Orang Tua,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,2001-05-05,Semarang,Mijen,Asrama,Jalan Kaki,Putus Sd,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Tidak Sekolah,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,2008-04-15,Kendal,Kalibareng,Bersama Orang Tua,Jalan Kaki,Sma / Sederajat,Wiraswasta,"Rp. 500,000 - Rp. 999,999",Sma / Sederajat,Wiraswasta,"Kurang Dari Rp. 500,000",Mutasi
P,2004-06-03,Semarang,Banyumanik,Bersama Orang Tua,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1998-01-24,Semarang,Mijen,Bersama Orang Tua,Sepeda Motor,Putus Sd,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2003-06-18,Semarang,Kaloran,Asrama,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
L,1997-06-28,Kendal,Patebon,Asrama,Jalan Kaki,Tidak Sekolah,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,1996-12-18,Kendal,Boja,Bersama Orang Tua,Sepeda Motor,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2005-10-01,Manokwari,Kejajar,Bersama Orang Tua,Jalan Kaki,Sma / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Pedagang Besar,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,1998-06-04,Pekalongan,Bojong,Asrama,Jalan Kaki,Smp / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
P,2001-08-18,Telaga Dua,Binjai Hulu,Asrama,Jalan Kaki,Tidak Sekolah,Petani,"Rp. 500,000 - Rp. 999,999",Putus Sd,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
P,2006-07-29,Pemalang,Kemuning,Asrama,Jalan Kaki,Smp / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,2003-11-15,Semarang,Genuk,Bersama Orang Tua,Jalan Kaki,Sma / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,2002-07-13,Brebes,Bulakamba,Pesantren,Jalan Kaki,Sd / Sederajat,Wirausaha,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Wirausaha,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-03-02,Semarang,Gunung Pati,Bersama Orang Tua,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Lainnya,Tidak Berpenghasilan,Lulus
P,2000-08-14,Semarang,Mranggen,Pesantren,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,2005-04-24,Semarang,Jatibarang,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
L,2003-10-31,Semarang,Bandungan,Rumah Tinggal,Jalan Kaki,Sd / Sederajat,"Rp. 1,000,000 - Rp. 1,999,999","Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Dikeluarkan
L,2003-10-31,Semarang,Bandungan,Asrama,Jalan Kaki,Sma / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",D3,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Mutasi
P,2005-09-25,Semarang,Beji,Bersama Orang Tua,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1997-06-18,Kendal,Ngampel,Asrama,Jalan Kaki,Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak Sekolah,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1999-12-29,Kendal,Boja,Asrama,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1996-04-29,Kendal,Boja,Asrama,Jalan Kaki,Sd / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2002-08-09,Semarang,Mijen,Pesantren,Jalan Kaki,Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
L,2005-05-21,Kendal,Singorojo,Pesantren,Jalan Kaki,Tidak Sekolah,Petani,"Kurang Dari Rp. 500,000",Smp / Sederajat,Petani,"Kurang Dari Rp. 500,000",Lulus
L,2002-02-14,Semarang,Semarang Tengah,Bersama Orang Tua,Jalan Kaki,Putus Sd,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Mutasi
L,2002-01-12,Kendal,Boja,Asrama,Jalan Kaki,Sma / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Lainnya,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2003-06-18,Semarang,Ungaran Barat,Bersama Orang Tua,Angkutan Umum/Bus/Pete-Pete,Putus Sd,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Putus Sd,Buruh,"Rp. 500,000 - Rp. 999,999",Lulus
P,2002-06-06,Semarang,Mijen,Pesantren,Jalan Kaki,Putus Sd,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Putus Sd,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,1999-10-11,Cilacap,Nusawungu,Asrama,Jalan Kaki,Sd / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2002-05-13,Kendal,Boja,Pesantren,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
L,1998-12-28,Kendal,Boja,Bersama Orang Tua,Sepeda Motor,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2004-04-30,Semarang,Gayamsari,Bersama Orang Tua,Sepeda Motor,Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
P,1998-10-02,Semarang,Semarang Barat,Asrama,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,2003-03-10,Kuwaron,Gubug,Pesantren,Jalan Kaki,Tidak Sekolah,"Rp. 1,000,000 - Rp. 1,999,999","Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2005-05-10,Kendal,Kaligading,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2003-10-03,Semarang,Sumowono,Asrama,Jalan Kaki,Smp / Sederajat,Wiraswasta,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Wiraswasta,"Kurang Dari Rp. 500,000",Lulus
P,2002-11-09,Semarang,Ungaran Timur,Bersama Orang Tua,Angkutan Umum/Bus/Pete-Pete,Sma / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
P,2002-01-17,Semarang,Ungaran Timur,Pesantren,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2006-06-10,Semarang,Podorejo,Bersama Orang Tua,Jalan Kaki,Putus Sd,Petani,"Rp. 500,000 - Rp. 999,999",Putus Sd,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
P,1997-12-17,Kendal,Limbangan,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2001-02-05,Semarang,Tuntang,Rumah Tinggal,Jalan Kaki,Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2003-03-23,Semarang,Ngaliyan,Asrama,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
